List File,8.lst
Start Time,2017-05-02  08:34:53
Sampling Time,43 sec

Count,2149
Particles / ml,117488

Efficiency,8.4%
PPUI,4.27

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),89.23,19.60,432.66,51.63,57.87
Aspect Ratio,0.73,0.14,1.00,0.13,18.38
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.67,0.00,0.91,0.13,19.97
Circularity (Hu),0.88,0.20,0.99,0.09,10.74
Compactness,1.94,1.03,10.71,0.90,46.15
Diameter (ABD),10.28,5.00,23.47,2.83,27.55
Diameter (ESD),12.28,5.47,31.02,3.41,27.75
Elongation,3.71,1.00,31.61,2.96,79.80
Geodesic Aspect Ratio,0.40,0.03,1.00,0.22,56.48
Geodesic Length,21.04,6.16,72.56,9.46,44.96
Geodesic Thickness,6.78,1.50,13.88,2.07,30.55
Image Height,35.91,19.00,93.00,7.14,19.89
Image Width,36.86,21.00,69.00,7.20,19.53
Intensity,157.33,93.42,193.77,15.66,9.95
Length,14.48,6.03,43.59,4.33,29.91
Perimeter,55.65,24.66,155.44,18.00,32.34
Roughness,1.30,1.05,2.21,0.23,17.37
Sigma Intensity,38.30,4.29,60.53,11.46,29.93
Sum Intensity,69008.64,15776.00,2.41e+005,32073.38,46.48
Transparency,0.16,0.05,0.62,0.07,40.52
Volume (ABD),707.05,65.29,6770.02,662.23,93.66
Width,9.57,2.40,25.12,2.71,28.26

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,4,0.19,0.01,219,0.02
6-7um,38,1.77,0.22,2078,0.32
7-8um,96,4.47,0.84,5248,1.20
8-9um,159,7.40,1.98,8693,2.83
0-5um,0,0.00,0.00,0.00,0.00
5-10um,552,25.69,7.43,30178,11
10-15um,1198,55.75,43.99,65496,63
15-20um,344,16.01,36.64,18807,52
20-25um,43,2.00,8.61,2351,12
25-30um,5,0.23,1.98,273,2.83
30-35um,2,0.09,1.15,109,1.64
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,247,11.49,4.28,13504,6.12
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

